iter	RMSE
126	0.8360976262
127	0.8337078276
128	0.8313401799
129	0.82946695
130	0.8265770739
131	0.823782279
132	0.8217360592
133	0.8195048597
134	0.8172769622
135	0.8147759213
136	0.8130274477
137	0.81137174
138	0.8095778248
139	0.8079978034
140	0.8057758672
141	0.8041363637
142	0.8022664715
143	0.8006246833
144	0.7987729599
145	0.7975259032
146	0.7963401738
147	0.7946991927
148	0.7931817329
149	0.7914872751
150	0.7892322118
151	0.787927337
152	0.7856647001
153	0.7830959634
154	0.7812815627
155	0.7799144221
156	0.7777360577
157	0.7763412682
158	0.7752237813
159	0.7738925766
160	0.7727163108
161	0.7708105689
162	0.7694613099
163	0.7680005243
164	0.7664553384
165	0.7647933065
166	0.7635407469
167	0.7622408243
168	0.7608633979
169	0.7594499201
170	0.7583550176
171	0.7571588889
172	0.7557040191
173	0.7539724407
174	0.7521639915
175	0.7504184215
176	0.7492231429
177	0.7482713994
178	0.7472407962
179	0.7459291122
180	0.7449315772
181	0.7436960937
182	0.7425925504
183	0.7417957335
184	0.7412633623
185	0.7397689124
186	0.73815881
187	0.7366646344
188	0.7354016095
189	0.7346169844
190	0.7335594863
191	0.7324824848
192	0.7309130148
193	0.7292100349
194	0.728441096
195	0.7272195091
196	0.7256069281
197	0.724553376
198	0.7237465585
199	0.7227350561
200	0.7216974185
201	0.72081963
202	0.7192715871
203	0.7185639712
204	0.7179352084
205	0.7169001041
206	0.7159017078
207	0.7150971377
208	0.7145023373
209	0.7131137824
210	0.7124469506
211	0.7117497449
212	0.7103247652
213	0.7092352129
214	0.708604319
215	0.707560311
216	0.7068562446
217	0.7057093436
218	0.7041968325
219	0.7039548513
220	0.7027052968
221	0.7019157223
222	0.7013652399
223	0.7004845333
224	0.6988781718
225	0.6981774855
226	0.6972175414
227	0.6961359423
228	0.6953322585
229	0.6945377471
230	0.6937869007
231	0.6922058284
232	0.6910942993
233	0.6905750482
234	0.6897550322
235	0.6886772684
236	0.6868543051
237	0.6858631078
238	0.6847896015
239	0.6839854181
240	0.6828153426
241	0.6820514145
242	0.6809364282
243	0.6801535494
244	0.6787013416
245	0.6779771746
246	0.6765875079
247	0.6760752286
248	0.6753844792
249	0.6746578005
250	0.6741030588
251	0.6735679524
252	0.6725667231
253	0.6720809066
254	0.6709414954
255	0.6699176498
256	0.6693451077
257	0.6687696907
258	0.6678306186
259	0.6667867494
260	0.6660462356
261	0.665677302
262	0.664921691
263	0.6642669893
264	0.6635369285
265	0.6628093109
266	0.6621214463
267	0.6612418814
268	0.6599491512
269	0.6592434461
270	0.6581158297
271	0.6568161773
272	0.6561599091
273	0.6554340587
274	0.6550475832
275	0.6540952347
276	0.6529241106
277	0.6519197868
278	0.6507183815
279	0.6499312277
280	0.6496941223
281	0.6493802831
282	0.6480122799
283	0.6469058942
284	0.646220783
285	0.6454749237
286	0.6441082564
287	0.6426640565
288	0.6422808354
289	0.6414169331
290	0.6409400016
291	0.6402017812
292	0.639324233
293	0.6383271243
294	0.637562624
295	0.6369564583
296	0.6360623326
297	0.635262884
298	0.6347055723
299	0.6339798421
300	0.6319982462
301	0.6313987892
302	0.6303848244
303	0.629710333
304	0.6293558267
305	0.6287299141
306	0.6278320532
307	0.6273450658
308	0.6269237302
309	0.6265006563
310	0.626156536
311	0.6254699593
312	0.6249933832
313	0.6242724675
314	0.6235043547
315	0.6231423046
316	0.6220798269
317	0.6218640751
318	0.621505524
319	0.6210809812
320	0.6202944553
321	0.6196324388
322	0.6191112378
323	0.6182788589
324	0.6178695338
325	0.616634155
326	0.6152472173
327	0.6144352092
328	0.6139575683
329	0.6135875619
330	0.6126283163
331	0.6109181061
332	0.6100036136
333	0.6092203369
334	0.6085533863
335	0.607666378
336	0.6070868941
337	0.605075746
338	0.6047295483
339	0.6037388563
340	0.6030531992
341	0.6015244589
342	0.6002785021
343	0.599669448
344	0.5989410562
345	0.5986000034
346	0.5982858553
347	0.597783511
348	0.5974083518
349	0.5963490255
350	0.5959032011
351	0.5946722883
352	0.5936823792
353	0.593139939
354	0.5922903705
355	0.5915118523
356	0.590985607
357	0.589493424
358	0.5879539527
359	0.5873797481
360	0.5865336415
361	0.5856710584
362	0.5840466012
363	0.5828122432
364	0.5821971544
365	0.5814317389
366	0.5807062382
367	0.5801218203
368	0.5798162778
369	0.5793436355
370	0.5789084413
371	0.5786805705
372	0.577536917
373	0.5771603405
374	0.5766400225
375	0.575418425
376	0.5747042498
377	0.5745126879
378	0.5733872562
379	0.5728667713
380	0.572378693
381	0.5705799124
382	0.5702419366
383	0.5691301157
384	0.5676668876
385	0.5674534261
386	0.5670258099
387	0.5663461691
388	0.5656490901
389	0.565194724
390	0.563271419
391	0.5628412283
392	0.5626170774
393	0.5619063055
394	0.5614282173
395	0.5605654486
396	0.5602765444
397	0.5586863036
398	0.5572176388
399	0.556968405
400	0.5566548467
401	0.5557823591
402	0.5545414209
403	0.5543783038
404	0.5524898048
405	0.5523213889
406	0.5512856311
407	0.5501025011
408	0.5488519172
409	0.5471149435
410	0.5458101291
411	0.545214914
412	0.544723492
413	0.544521667
414	0.5437806553
415	0.5432954451
416	0.5430288646
417	0.5428132129
418	0.5412863437
419	0.5406238092
420	0.5398635385
421	0.5382514019
422	0.5380639982
423	0.5364223291
424	0.5358740401
425	0.5354352008
426	0.5349385995
427	0.533436726
428	0.5331177855
429	0.5324195925
430	0.532152613
431	0.531504309
432	0.5311178293
433	0.5304489332
434	0.5302688708
435	0.5289582735
436	0.5285291561
437	0.5277157252
438	0.5271259361
439	0.5267978284
440	0.5262475866
441	0.525378827
442	0.5249040024
443	0.5243543505
444	0.5235644133
445	0.5232991652
446	0.522518933
447	0.5219202019
448	0.5216624336
449	0.5208826584
450	0.5203746832
451	0.5197654767
452	0.519561474
453	0.5189431827
454	0.5185081287
455	0.5182538479
456	0.517645983
457	0.5170358069
458	0.5153918901
459	0.5150925472
460	0.5144667077
461	0.5139160413
462	0.5133350106
463	0.5127331109
464	0.5120697621
465	0.5113894222
466	0.5110015729
467	0.510412428
468	0.5096887056
469	0.5093050251
470	0.509188163
471	0.5085890841
472	0.508436602
473	0.5078515436
474	0.5067179818
475	0.5064171634
476	0.5061352709
477	0.5055902533
478	0.5053836515
479	0.5051626296
480	0.5042976649
481	0.503736678
482	0.5030980839
483	0.5017582313
484	0.5016206628
485	0.5012579992
486	0.5007410957
487	0.5003270603
488	0.4997978779
489	0.4991355431
490	0.4986640191
491	0.4979996652
492	0.4975327589
493	0.4973425817
494	0.4969605687
495	0.4965020466
496	0.496382209
497	0.4957178401
498	0.4944473205
499	0.4940214441
500	0.4931637513
501	0.4929707491
502	0.4917587716
503	0.4912401741
504	0.4908289877
505	0.4903308645
506	0.4898467372
507	0.4892822547
508	0.4891444612
509	0.4889614024
510	0.4887441257
511	0.4879809481
512	0.4875207729
513	0.4870729463
514	0.4863971848
515	0.4851078137
516	0.4849869832
517	0.4847714206
518	0.4845990706
519	0.4841785429
520	0.4838286513
521	0.4832491047
522	0.4824533474
523	0.481802053
524	0.4811860173
525	0.4806894628
526	0.4800688601
527	0.479618474
528	0.4795135749
529	0.4790802558
530	0.4785033616
531	0.4783364186
532	0.478063327
533	0.4779361624
534	0.4777567751
535	0.4773847485
536	0.4763223915
537	0.4758997543
538	0.4754958686
539	0.4746372826
540	0.4737339892
541	0.4736187857
542	0.4729328646
543	0.4725144136
544	0.4718765696
545	0.470912335
546	0.4698012504
547	0.469654783
548	0.4691028208
549	0.4684431078
550	0.4678847034
551	0.4672570786
552	0.4668307615
553	0.4666712891
554	0.4662192986
555	0.4660195406
556	0.4654600469
557	0.4653429169
558	0.4645669474
559	0.4641934622
560	0.4638653792
561	0.4635018649
562	0.4631156482
563	0.4628045475
564	0.4621760669
565	0.4616931764
566	0.4613044461
567	0.4609813121
568	0.4608556437
569	0.460317948
570	0.4601754022
571	0.4592116329
572	0.4586875289
573	0.4582977987
574	0.4579057353
575	0.457487372
576	0.4572977438
577	0.4567278743
578	0.4560419722
579	0.4553914333
580	0.4549185327
581	0.4547301995
582	0.4545992237
583	0.4542962985
584	0.4539627384
585	0.4535351332
586	0.4532045881
587	0.4527085805
588	0.4525428254
589	0.4521125047
590	0.4518801614
591	0.451457744
592	0.4509453802
593	0.4505409492
594	0.4496994564
595	0.4492356537
596	0.4489673758
597	0.4485487109
598	0.4481078633
599	0.4478703875
600	0.4471350966
601	0.4468896899
602	0.4462504056
603	0.4458396413
604	0.4454452652
605	0.444794104
606	0.44454802
607	0.4443985823
608	0.4440288754
609	0.4437557852
610	0.4432686181
611	0.4428042463
612	0.4426479478
613	0.4425740864
614	0.4421874032
615	0.4417521887
616	0.4416892701
617	0.4414652951
618	0.4411987226
619	0.4410915464
620	0.4406080473
621	0.4405188912
622	0.4399332312
623	0.4396111557
624	0.4392769233
625	0.4387155004
626	0.4386282465
627	0.438230651
628	0.4376494428
629	0.4373566102
630	0.4368794411
631	0.4365859117
632	0.4363113099
633	0.4357970809
634	0.4357012033
635	0.4351829512
636	0.4347405293
637	0.4339859854
638	0.4338548177
639	0.4335809482
640	0.4335090031
641	0.4334506925
642	0.4333457024
643	0.4331191636
644	0.4327868762
645	0.4322000871
646	0.4318890363
647	0.4315005298
648	0.4309928937
649	0.4305705514
650	0.4300839826
651	0.4296045176
652	0.4293960393
653	0.4291022657
654	0.4285461899
655	0.4282502048
656	0.4278765546
657	0.4273722914
658	0.426947333
659	0.4265562299
660	0.4264112522
661	0.42617669
662	0.4259325244
663	0.4257704556
664	0.4256481031
665	0.4255397011
666	0.4248706472
667	0.4248133585
668	0.4247386532
669	0.4244556521
670	0.4240064531
671	0.4237399192
672	0.4232951183
673	0.4232174395
674	0.422656231
675	0.4223717262
676	0.4221264299
677	0.4219691985
678	0.4218520468
679	0.4213308932
680	0.4212738761
681	0.4211779237
682	0.4208047738
683	0.4202848905
684	0.4201195575
685	0.4199763907
686	0.4195748726
687	0.4190817285
688	0.4186877488
689	0.418270356
690	0.4180250575
691	0.4175721999
692	0.4173849469
693	0.4171272511
694	0.4168243815
695	0.4165142013
696	0.4163100469
697	0.4157894041
698	0.4152465615
699	0.415027499
700	0.4148620036
701	0.4146606756
702	0.4144255225
703	0.4138257567
704	0.4136337608
705	0.4132910202
706	0.4130682437
707	0.4127851114
708	0.4127278843
709	0.4122925579
710	0.4120482508
711	0.4116933482
712	0.4114643698
713	0.4111608587
714	0.4107373127
715	0.4106514148
716	0.410516199
717	0.4103983459
718	0.4099020209
719	0.4098536175
720	0.4094911149
721	0.4089460283
722	0.4087744551
723	0.4087296542
724	0.4085542483
725	0.4080453267
726	0.4075644125
727	0.4070735185
728	0.4064527655
729	0.4059994572
730	0.4056724006
731	0.4052941997
732	0.4049305525
733	0.4047366937
734	0.4045569382
735	0.404292202
736	0.4035929423
737	0.4035467664
738	0.4029743236
739	0.4024550616
740	0.4024131631
741	0.4019945272
742	0.4015897196
743	0.401172203
744	0.4007000064
745	0.4005626561
746	0.4003951921
747	0.4001236324
748	0.3999790512
749	0.3992868981
750	0.3990957871
751	0.3986978244
752	0.3985327359
753	0.3981301388
754	0.3978472538
755	0.3974260585
756	0.3969706548
757	0.3968618579
758	0.3967138337
759	0.3962813867
760	0.3961754904
761	0.3957455588
762	0.3953251269
763	0.3946880829
764	0.394486222
765	0.3942098745
766	0.39389712
767	0.393637483
768	0.3933927435
769	0.3929640738
770	0.3927331058
771	0.3924152764
772	0.3919664017
773	0.3917193072
774	0.3915523589
775	0.3911944071
776	0.3908502376
777	0.3904315549
778	0.389988261
779	0.3896843074
780	0.3895882995
781	0.3891995743
782	0.3890220337
783	0.3886499249
784	0.3885530298
785	0.3883180903
786	0.3880229068
787	0.3875822315
788	0.3872545466
789	0.3871897541
790	0.3870296945
791	0.3866014865
792	0.3863468485
793	0.3859042688
794	0.3854444996
795	0.3853629601
796	0.3851867656
797	0.3848394848
798	0.3845319528
799	0.3842292575
800	0.3837675878
801	0.383439922
802	0.3830600464
803	0.3826639565
804	0.3825709067
805	0.3823750902
806	0.3820283608
807	0.3816133331
808	0.3815727993
809	0.3812213744
810	0.3810742941
811	0.3806700502
812	0.3803996616
813	0.3799507571
814	0.3793606386
815	0.3788772434
816	0.3785666378
817	0.3781647411
818	0.3780357137
819	0.3779718555
820	0.3776085937
821	0.3771731806
822	0.3769323553
823	0.3767741674
824	0.3764445974
825	0.3762914968
826	0.3761582922
827	0.3759817523
828	0.3755206531
829	0.3753349365
830	0.375025935
831	0.3746798374
832	0.374516237
833	0.3741658238
834	0.373801022
835	0.373290368
836	0.3731877767
837	0.3727545963
838	0.3723468751
839	0.3719852399
840	0.3719491663
841	0.3716364545
842	0.3714657397
843	0.3712357188
844	0.3707183574
845	0.3703835403
846	0.3700031473
847	0.3698287819
848	0.369692111
849	0.3694332402
850	0.3693947788
851	0.3690724939
852	0.368734883
853	0.3683765982
854	0.3681166848
855	0.3679052931
856	0.3675846571
857	0.3675084008
858	0.3674177128
859	0.3673841865
860	0.3673480751
861	0.3672375451
862	0.367101392
863	0.3668028218
864	0.3666900708
865	0.3665251307
866	0.3661985941
867	0.3659253128
868	0.3656261143
869	0.3650657655
870	0.3650219208
871	0.3646895375
872	0.3644494499
873	0.3641216147
874	0.3639726062
875	0.3636841124
876	0.3634996633
877	0.3632717247
878	0.3630000859
879	0.3626897245
880	0.3626564181
881	0.362475185
882	0.3623491467
883	0.3618361467
884	0.3614224975
885	0.3612445459
886	0.3609756434
887	0.3606384431
888	0.3602920987
889	0.3599595355
890	0.3598666858
891	0.3597474571
892	0.3594965553
893	0.3593065291
894	0.3591161386
895	0.3587856326
896	0.3583901291
897	0.3581436825
898	0.3580056627
899	0.3578136366
900	0.3576725896
901	0.3573204999
902	0.3571474117
903	0.3569653518
904	0.3568108911
905	0.3565538954
906	0.3564198993
907	0.356211085
908	0.3560769382
909	0.3558138731
910	0.3555198308
911	0.3551019536
912	0.3546833059
913	0.3543454838
914	0.3539678972
915	0.3535191868
916	0.3532317857
917	0.3530361399
918	0.3527397182
919	0.3525349478
920	0.3523022309
921	0.3520233309
922	0.3517981115
923	0.3515438289
924	0.3515055861
925	0.3511841468
926	0.350952029
927	0.350741847
928	0.3504965911
929	0.3503224619
930	0.3501465594
931	0.3497308998
932	0.3495721932
933	0.3493251603
934	0.3491670778
935	0.3488634417
936	0.3485593538
937	0.348423513
938	0.3481197695
939	0.3478916118
940	0.3477468174
941	0.3474884776
942	0.3472225571
943	0.3470762105
944	0.3468281556
945	0.3466476257
946	0.3464794935
947	0.3463046519
948	0.3462102741
949	0.3459337086
950	0.3456732686
951	0.345495752
952	0.345326568
953	0.344995487
954	0.3449301946
955	0.3447986771
956	0.3446405174
957	0.3442431229
958	0.3439955472
959	0.3439282585
960	0.3436247238
961	0.3435152562
962	0.3430355795
963	0.3428059625
964	0.3425986607
965	0.3424926944
966	0.3423510553
967	0.3421633196
968	0.3420416498
969	0.341793125
970	0.3416430229
971	0.3414855243
972	0.3411771631
973	0.3409986492
974	0.3407168673
975	0.3405981352
976	0.3403945944
977	0.3402902836
978	0.3400212921
979	0.3397333456
980	0.3395452931
981	0.3394046432
982	0.3392641392
983	0.3391080672
984	0.338840323
985	0.3387212595
986	0.3384463137
987	0.338048906
988	0.3377752666
989	0.3373356241
990	0.3372123476
991	0.337034193
992	0.3366853554
993	0.336399044
994	0.336120272
995	0.3358297075
996	0.3356930101
997	0.3355026691
998	0.3354614311
999	0.3353319693
1000	0.33498222
1001	0.3347015687
1002	0.3341213706
1003	0.333946749
1004	0.3336486438
1005	0.33323842
1006	0.3330952073
1007	0.3328708335
1008	0.3326589217
1009	0.3323699458
1010	0.3321043335
1011	0.3319618224
1012	0.3317029326
1013	0.331577431
1014	0.3312360236
1015	0.3309433265
1016	0.3307491973
1017	0.330522299
1018	0.3303386304
1019	0.3299318792
1020	0.3297060711
1021	0.3294160445
1022	0.3292507656
1023	0.3291222431
1024	0.3288801593
1025	0.3285093467
1026	0.3283052374
1027	0.3281722037
1028	0.3280594747
1029	0.3278714749
1030	0.3276943126
1031	0.3276002209
1032	0.3275530383
1033	0.3273529838
1034	0.3272019933
1035	0.3269167097
1036	0.3268096915
1037	0.3264697824
1038	0.3263498468
1039	0.3262549393
1040	0.3260692986
1041	0.325987153
1042	0.3258873054
1043	0.3255442341
1044	0.3251730889
1045	0.3249063058
1046	0.3247308081
1047	0.3246719264
1048	0.3245137268
1049	0.3242451497
1050	0.3239005422
1051	0.3238607667
1052	0.3235606559
1053	0.3232657098
1054	0.3232062409
1055	0.3230737138
1056	0.322850859
1057	0.3227054324
1058	0.3225853804
1059	0.3222950701
1060	0.3220290135
1061	0.3217874734
1062	0.3216762141
1063	0.3215103124
1064	0.3211055296
1065	0.3209783817
1066	0.3207940081
1067	0.3205541748
1068	0.3203038231
1069	0.3200547771
1070	0.3198733768
1071	0.3197173266
1072	0.3195753815
1073	0.3194195949
1074	0.3190965239
1075	0.318855675
1076	0.3184894523
1077	0.3183077173
1078	0.3181718189
1079	0.3180453469
1080	0.3177942911
1081	0.3177362223
1082	0.3175462418
1083	0.3174844202
1084	0.3172727934
1085	0.3167710584
1086	0.3166674817
1087	0.3164009257
1088	0.3163257786
1089	0.3162454544
1090	0.3160694974
1091	0.3158523361
1092	0.315533465
1093	0.3153588311
1094	0.3152322304
1095	0.314928898
1096	0.3147154061
1097	0.3143486515
1098	0.3142771301
1099	0.3141265399
1100	0.3138789708
1101	0.3134338998
1102	0.3131184001
1103	0.3129685967
1104	0.3128729612
1105	0.3127915523
1106	0.3124658633
1107	0.3123215472
1108	0.3121790747
1109	0.3119004795
1110	0.3116502092
1111	0.3114207122
1112	0.3111261765
1113	0.3109439278
1114	0.3108543136
1115	0.3105568478
1116	0.3102532982
1117	0.3101266319
1118	0.3097049075
1119	0.3095977483
1120	0.3091779996
1121	0.3090215902
1122	0.3087456877
1123	0.3084491419
1124	0.3083330685
1125	0.3081750979
1126	0.3078973639
1127	0.3077497443
1128	0.3076201392
1129	0.3073626259
1130	0.3071283848
1131	0.3069864857
1132	0.306802075
1133	0.3065901658
1134	0.3064966261
1135	0.3061048882
1136	0.3058539382
1137	0.3056125612
1138	0.3054223404
1139	0.3051493971
1140	0.3048320321
1141	0.3045661159
1142	0.304284186
1143	0.3040237024
1144	0.3039058714
1145	0.3036271931
1146	0.3033756712
1147	0.3031748002
1148	0.3030119477
1149	0.3028779701
1150	0.3024120912
1151	0.3022711178
1152	0.3021128705
1153	0.3019207926
1154	0.3018064983
1155	0.3015158585
1156	0.3013427294
1157	0.3012444872
1158	0.3010909017
1159	0.3008439232
1160	0.3006492527
1161	0.3005560507
1162	0.300469346
1163	0.3001554071
1164	0.3000416817
1165	0.2998735738
1166	0.2996186067
1167	0.2995233435
1168	0.2993016498
1169	0.299282169
1170	0.2991067761
1171	0.2989926525
1172	0.2987664894
1173	0.2986135528
1174	0.2982794307
1175	0.2981118873
1176	0.2980217669
1177	0.2978040966
1178	0.2975522992
1179	0.2973595234
1180	0.2970511879
1181	0.2968540194
1182	0.2966413804
1183	0.2964481734
1184	0.2963176153
1185	0.29606365
1186	0.2959714576
1187	0.2958679871
1188	0.2958194019
1189	0.2956950776
1190	0.295487198
1191	0.2952949479
1192	0.295052419
1193	0.2950186406
1194	0.294979691
1195	0.2947485695
1196	0.2945484276
1197	0.2943862519
1198	0.2942503448
1199	0.2940932516
1200	0.2939667286
1201	0.2935875722
1202	0.2931929712
1203	0.2930789399
1204	0.2929417196
1205	0.2928519491
1206	0.292670175
1207	0.2924508504
1208	0.2923144139
1209	0.2922454975
1210	0.2920527898
1211	0.2918957946
1212	0.2917463645
1213	0.2915939019
1214	0.2914151436
1215	0.2913380056
1216	0.2912158221
1217	0.2909802156
1218	0.2908279736
1219	0.2906243471
1220	0.2905365707
1221	0.2903264392
1222	0.2901922276
1223	0.2901311559
1224	0.2899140286
1225	0.2898483696
1226	0.2897034197
1227	0.2896774074
1228	0.2896552464
1229	0.2895263295
1230	0.2894508887
1231	0.2891687669
1232	0.2889119864
1233	0.288580512
1234	0.2884307676
1235	0.2880338457
1236	0.2878735187
1237	0.2877395513
1238	0.2874806534
1239	0.2872450939
1240	0.2870075455
1241	0.2868344346
1242	0.2865303306
1243	0.2862190923
1244	0.2860779466
1245	0.2859105599
1246	0.2857024834
1247	0.2856668792
1248	0.2854270989
1249	0.2854239134
1250	0.2853154655
1251	0.2852434816
1252	0.2851544889
1253	0.2849028608
1254	0.2847722597
1255	0.2845827854
1256	0.284207601
1257	0.284017057
1258	0.2837344051
1259	0.2834850942
1260	0.2833545344
1261	0.2831917037
1262	0.2828352901
1263	0.2826485392
1264	0.2824744749
1265	0.282249283
1266	0.2821242797
1267	0.2820236741
1268	0.2818527541
1269	0.2815660342
1270	0.2813017049
1271	0.2811176854
1272	0.2810323256
1273	0.2808295392
1274	0.2806274241
1275	0.2803599376
1276	0.2802610795
1277	0.279908706
1278	0.279789691
1279	0.2796623789
1280	0.2795744123
1281	0.2794051009
1282	0.2792068357
1283	0.2790902535
1284	0.2789469933
1285	0.2788559163
1286	0.2787307672
1287	0.278559029
1288	0.2781704505
1289	0.2779912454
1290	0.2776237059
1291	0.2775327762
1292	0.2773717473
1293	0.2772811572
1294	0.2771770613
1295	0.2770354008
1296	0.276890443
1297	0.2767223913
1298	0.2766702295
1299	0.276665231
1300	0.2764769289
1301	0.2763668667
1302	0.2759789858
1303	0.2758773468
1304	0.2758464252
1305	0.2756743223
1306	0.2754442315
1307	0.2752000653
1308	0.2750510772
1309	0.2749067769
1310	0.2747713033
1311	0.274530073
1312	0.2743969041
1313	0.2742150658
1314	0.2739132839
1315	0.273780646
1316	0.273650841
1317	0.2733578151
1318	0.2731324436
1319	0.2730229718
1320	0.2728190704
1321	0.2726627119
1322	0.2724323765
1323	0.2722919251
1324	0.2720593585
1325	0.2718825643
1326	0.2715587507
1327	0.2714622211
1328	0.2713385486
1329	0.2712366211
1330	0.2710265478
1331	0.2709814646
1332	0.2708874427
1333	0.2704811611
1334	0.2702525357
1335	0.2700530591
1336	0.2698929401
1337	0.269762992
1338	0.2695416481
1339	0.2694217354
1340	0.2692926646
1341	0.2691798432
1342	0.2690850537
1343	0.2688733531
1344	0.2687862767
1345	0.2687029117
1346	0.2685373082
1347	0.2682211778
1348	0.2681122186
1349	0.2679196792
1350	0.2677447078
1351	0.2676796742
1352	0.2675419612
1353	0.267345599
1354	0.2672087626
1355	0.267081094
1356	0.2669867124
1357	0.2668399441
1358	0.2666207069
1359	0.2665918843
1360	0.2664126468
1361	0.2660902742
1362	0.2660586596
1363	0.2658302456
1364	0.2656205473
1365	0.2654396765
1366	0.2653957752
1367	0.2652347397
1368	0.26514076
1369	0.2650427492
1370	0.2648055541
1371	0.2645812294
1372	0.2644703688
1373	0.2641494667
1374	0.2640765844
1375	0.2639363158
1376	0.2637827719
1377	0.2635188788
1378	0.2633807991
1379	0.2632678773
1380	0.26310098
1381	0.2629939318
1382	0.2628330772
1383	0.2626764062
1384	0.262621845
1385	0.2624775601
1386	0.2622681484
1387	0.262117404
1388	0.2619412634
1389	0.2618795996
1390	0.2617941087
1391	0.2617179375
1392	0.2614129074
1393	0.2612705201
1394	0.2610784308
1395	0.2607617002
1396	0.2605963985
1397	0.2604051604
1398	0.2603117757
1399	0.2601032919
1400	0.2598862464
1401	0.2597489739
1402	0.2596625032
1403	0.2596278939
1404	0.2594926355
1405	0.2593944906
1406	0.259209404
1407	0.2590455855
1408	0.258786276
1409	0.258578281
1410	0.2583949077
1411	0.2582701185
1412	0.2579840914
1413	0.2579028503
1414	0.257793861
1415	0.2575024341
1416	0.2573144026
1417	0.2572002191
1418	0.2569831447
1419	0.2567369031
1420	0.2566654899
1421	0.2564846114
1422	0.2563313028
1423	0.2562425758
1424	0.2560935628
1425	0.2558727747
1426	0.2557872605
1427	0.255472024
1428	0.2553239114
1429	0.2552631912
1430	0.2551440155
1431	0.2549906973
1432	0.2548922528
1433	0.2547121007
1434	0.2546642365
1435	0.2546551038
1436	0.2544843699
1437	0.2541462568
1438	0.2540145187
1439	0.2539073294
1440	0.2537914567
1441	0.2535955347
1442	0.2534020401
1443	0.2533734162
1444	0.2531878419
1445	0.2531247136
1446	0.253054509
1447	0.2529304184
1448	0.2528575314
1449	0.2526898601
1450	0.2525665314
1451	0.2524166291
1452	0.2522765223
1453	0.2521479952
1454	0.2520002015
1455	0.2519582946
1456	0.2518646481
1457	0.2517854189
1458	0.2516820026
1459	0.2515705137
1460	0.2514674711
1461	0.2513030317
1462	0.250988708
1463	0.2507715778
1464	0.2505516003
1465	0.2504705963
1466	0.2503272229
1467	0.25010818
1468	0.2500191727
1469	0.249887215
1470	0.2496329375
1471	0.2495226746
1472	0.2494916836
1473	0.2493448543
1474	0.2491986423
1475	0.2489107358
1476	0.2488114635
1477	0.2487339356
1478	0.2485158186
1479	0.248228831
1480	0.2479476508
1481	0.2478553491
1482	0.2476766909
1483	0.2474844274
1484	0.2471563055
1485	0.2470013891
1486	0.2468675653
1487	0.246688103
1488	0.2465882493
1489	0.2463868232
1490	0.2462920077
1491	0.2461814989
1492	0.2460358694
1493	0.2458564937
1494	0.2457077515
1495	0.2455991131
1496	0.2454942858
1497	0.2453690514
1498	0.2451935026
1499	0.2449696619
1500	0.2448406043
1501	0.2447674896
1502	0.2446490036
1503	0.2445481818
1504	0.2444491058
1505	0.2442419574
1506	0.2441912041
1507	0.2439924586
1508	0.2438792878
1509	0.2437062954
1510	0.2434815889
1511	0.2431828037
1512	0.2431021033
1513	0.242828448
1514	0.2426789908
1515	0.2425553861
1516	0.2423860548
1517	0.2423018948
1518	0.2421490665
1519	0.2420209888
1520	0.241950731
