iter	RMSE
1521	0.2419095371
1522	0.2418619497
1523	0.2418188381
1524	0.2415679278
1525	0.2414631752
1526	0.241361367
1527	0.2411578037
1528	0.2411162266
1529	0.2409519268
1530	0.2408998461
1531	0.2408115266
1532	0.2408093448
1533	0.2407727552
1534	0.2406642549
1535	0.2404935979
1536	0.2402237098
1537	0.2400588253
1538	0.2399628971
1539	0.2398677724
1540	0.2397754547
1541	0.2396368375
1542	0.2395064025
1543	0.2392272407
1544	0.2391191994
1545	0.2390311076
1546	0.2389750033
1547	0.2387471155
1548	0.238563246
1549	0.2384246887
1550	0.2382281919
1551	0.23798575
1552	0.2379015573
1553	0.2378015985
1554	0.2376662369
1555	0.2374148707
1556	0.2371555084
1557	0.2369556923
1558	0.23684883
1559	0.2367603963
1560	0.2364885079
1561	0.2363506095
1562	0.2362813541
1563	0.2362264316
1564	0.2359878251
1565	0.2359040532
1566	0.2357859241
1567	0.2356237104
1568	0.235442319
1569	0.2352551796
1570	0.2351999929
1571	0.2351042141
1572	0.2347993381
1573	0.234677329
1574	0.2345614076
1575	0.2344398654
1576	0.2342958812
1577	0.2341961447
1578	0.2340806237
1579	0.2339879878
1580	0.2339279908
1581	0.2338357096
1582	0.2336580722
1583	0.233503259
1584	0.2334081285
1585	0.2332529467
1586	0.2331127935
1587	0.232957473
1588	0.2327450928
1589	0.2326004236
1590	0.2324187855
1591	0.2323372225
1592	0.2322024754
1593	0.2320875809
1594	0.2320201989
1595	0.2319016062
1596	0.2317507187
1597	0.2316602335
1598	0.2314729453
1599	0.2314332554
1600	0.2312466988
1601	0.2310168899
1602	0.2308782642
1603	0.2307722269
1604	0.2305751871
1605	0.2304059269
1606	0.2302781572
1607	0.2301853844
1608	0.2299121109
1609	0.2298173901
1610	0.2296092477
1611	0.2294289807
1612	0.2293749627
1613	0.2292180155
1614	0.229135635
1615	0.2290098048
1616	0.2288319508
1617	0.2286409543
1618	0.2285769363
1619	0.2284824276
1620	0.2282812611
1621	0.2281903275
1622	0.2281404856
1623	0.2280793551
1624	0.2279104533
1625	0.2278941471
1626	0.2278423716
1627	0.2277781735
1628	0.227710845
1629	0.2275870772
1630	0.2273795125
1631	0.2273227034
1632	0.2271884672
1633	0.2270043949
1634	0.226862578
1635	0.2267444262
1636	0.2266095604
1637	0.2265607901
1638	0.2264658724
1639	0.2262951053
1640	0.226048536
1641	0.2259305266
1642	0.225844306
1643	0.2257453652
1644	0.2255086764
1645	0.2253778449
1646	0.2252682608
1647	0.2250601081
1648	0.2249091823
1649	0.2247928878
1650	0.2246619769
1651	0.2246248892
1652	0.2244581117
1653	0.2243873534
1654	0.2243390218
1655	0.2242662993
1656	0.2240504046
1657	0.2239041168
1658	0.2238050781
1659	0.2236688349
1660	0.2234908748
1661	0.2234179013
1662	0.2231847895
1663	0.2230084209
1664	0.2229919756
1665	0.2228153904
1666	0.2227984551
1667	0.2226433217
1668	0.2225476778
1669	0.2224157594
1670	0.2223725985
1671	0.2221858595
1672	0.222090711
1673	0.2220277439
1674	0.2219680727
1675	0.22179264
1676	0.2216681111
1677	0.2216415205
1678	0.2215045699
1679	0.22141667
1680	0.2213382242
1681	0.2211374726
1682	0.2210316698
1683	0.2208850106
1684	0.2208214424
1685	0.2207055644
1686	0.2205433801
1687	0.2204926753
1688	0.2204310468
1689	0.2203251258
1690	0.2203037689
1691	0.2201291829
1692	0.2199752408
1693	0.2199018947
1694	0.2196136425
1695	0.2194648778
1696	0.2193047472
1697	0.2191864505
1698	0.2190107927
1699	0.218969776
1700	0.2189651472
1701	0.2188587993
1702	0.2186571863
1703	0.2185984598
1704	0.218541005
1705	0.2183721847
1706	0.218274139
1707	0.2182432724
1708	0.2181942517
1709	0.2180751302
1710	0.2179447815
1711	0.2178148334
1712	0.2176903186
1713	0.2176068273
1714	0.217485155
1715	0.2174168023
1716	0.2172462213
1717	0.216990118
1718	0.2169128286
1719	0.2168629352
1720	0.2167371359
1721	0.2166271524
1722	0.2165521495
1723	0.2164686075
1724	0.2163991084
1725	0.2163256155
1726	0.2162469881
1727	0.2161162098
1728	0.2160930432
1729	0.2159418979
1730	0.2157153127
1731	0.2154729085
1732	0.2154215058
1733	0.2152745203
1734	0.2151852529
1735	0.2150797816
1736	0.2149703583
1737	0.2148207885
1738	0.2147493699
1739	0.2146283538
1740	0.2146155603
1741	0.2144335157
1742	0.214246393
1743	0.2141313632
1744	0.213937566
1745	0.2138716429
1746	0.2137139902
1747	0.2135429445
1748	0.2134572274
1749	0.2133300046
1750	0.2132146876
1751	0.2130915798
1752	0.212927141
1753	0.2127943625
1754	0.2127391998
1755	0.2126511159
1756	0.2123986232
1757	0.2123407211
1758	0.2122892681
1759	0.2120946876
1760	0.2118792252
1761	0.2118156992
1762	0.2117168932
1763	0.2114592126
1764	0.2113008416
1765	0.2111924913
1766	0.2110361678
1767	0.2109883185
1768	0.2109227979
1769	0.2107684814
1770	0.2105757073
1771	0.2104731724
1772	0.210412579
1773	0.2102743721
1774	0.210093054
1775	0.2100358478
1776	0.2097989041
1777	0.2096886922
1778	0.2094923466
1779	0.2094069046
1780	0.2093542963
1781	0.2092880709
1782	0.2092513836
1783	0.2090886143
1784	0.2090740007
1785	0.2090016057
1786	0.2088996498
1787	0.2088728261
1788	0.20872774
1789	0.2086539086
1790	0.2086403955
1791	0.2086066767
1792	0.2085589572
1793	0.2084219133
1794	0.2082489359
1795	0.2082357194
1796	0.2081456959
1797	0.208050585
1798	0.207985737
1799	0.2078945128
1800	0.207859055
1801	0.2077467417
1802	0.2075966205
1803	0.207393138
1804	0.2072098368
1805	0.2071190499
1806	0.2070163123
1807	0.2068795171
1808	0.206842561
1809	0.2068286717
1810	0.2066883009
1811	0.2065544078
1812	0.2064130622
1813	0.2062760153
1814	0.2061672897
1815	0.2061459926
1816	0.206012098
1817	0.2058299894
1818	0.2056587882
1819	0.2055202995
1820	0.2053956644
1821	0.2051981092
1822	0.205172762
1823	0.204997841
1824	0.2048442475
1825	0.204733139
1826	0.2046337467
1827	0.2045874269
1828	0.2044521659
1829	0.2043621106
1830	0.2041947743
1831	0.2040862357
1832	0.2039782895
1833	0.2039162268
1834	0.2038705943
1835	0.2038149433
1836	0.2038126123
1837	0.2037350437
1838	0.2037336084
1839	0.2036801726
1840	0.2035031473
1841	0.2034075081
1842	0.2033438276
1843	0.2032413503
1844	0.203162257
1845	0.2030545686
1846	0.2029424011
1847	0.2029293888
1848	0.2028080563
1849	0.2027369914
1850	0.2026910823
1851	0.2026400413
1852	0.202585853
1853	0.2024749765
1854	0.202377387
1855	0.2022674845
1856	0.2021362478
1857	0.2020785865
1858	0.2020061012
1859	0.2018268162
1860	0.2017542533
1861	0.2017081076
1862	0.201684749
1863	0.2015133881
1864	0.2013759451
1865	0.2012163273
1866	0.2011435928
1867	0.201034952
1868	0.2009538105
1869	0.2008639856
1870	0.2006675869
1871	0.2005864276
1872	0.2004036272
1873	0.2002597398
1874	0.20015626
1875	0.2000763771
1876	0.1999303995
1877	0.1996499269
1878	0.1995149516
1879	0.1993433142
1880	0.1992844761
1881	0.1991069901
1882	0.1989430808
1883	0.1988416073
1884	0.1987934936
1885	0.1986762997
1886	0.19854341
1887	0.198359186
1888	0.1982635413
1889	0.1982071217
1890	0.1980332408
1891	0.1979252012
1892	0.1979145514
1893	0.1977412709
1894	0.1976222587
1895	0.1975150036
1896	0.1973983335
1897	0.1972330294
1898	0.1971465199
1899	0.1970240909
1900	0.196898206
1901	0.1968220555
1902	0.1967517823
1903	0.1966706015
1904	0.1965664018
1905	0.1963945706
1906	0.1963228967
1907	0.1961916681
1908	0.1960881274
1909	0.1959510103
1910	0.1958330434
1911	0.1957514901
1912	0.1956382304
1913	0.1955787492
1914	0.195486919
1915	0.1954052915
1916	0.1953548924
1917	0.1952248796
1918	0.1951164272
1919	0.1950005542
1920	0.1949417024
1921	0.1948636439
1922	0.1948055675
1923	0.1947031378
1924	0.1945787107
1925	0.194414091
1926	0.1943737491
1927	0.1942855943
1928	0.1942840024
1929	0.1941102823
1930	0.1940794362
1931	0.1939401467
1932	0.1937591785
1933	0.1936315798
1934	0.1934631932
1935	0.1934112584
1936	0.1933034146
1937	0.1930992183
1938	0.1930172359
1939	0.1928726436
1940	0.1927865231
1941	0.192629246
1942	0.1925343043
1943	0.1924953663
1944	0.1923554905
1945	0.1921770317
1946	0.1920837777
1947	0.1919921823
1948	0.1919317232
1949	0.1918716939
1950	0.1917921981
1951	0.1916456957
1952	0.1915819567
1953	0.1914484187
1954	0.1912991095
1955	0.1911313005
1956	0.1909695793
1957	0.1909266527
1958	0.1908903778
1959	0.1907533165
1960	0.1906869862
1961	0.1906175659
1962	0.1905101641
1963	0.1904290999
1964	0.1903684361
1965	0.1902264284
1966	0.1900652862
1967	0.1899680345
1968	0.1897999993
1969	0.1896893397
1970	0.1895956052
1971	0.1895116715
1972	0.1893990149
1973	0.1893260321
1974	0.1892502911
1975	0.1891559007
1976	0.1890565371
1977	0.1889761567
1978	0.1888808277
1979	0.1888035325
1980	0.1887642333
1981	0.1887058704
1982	0.1885964588
1983	0.1885155889
1984	0.1884546211
1985	0.1884228959
1986	0.1882149297
1987	0.1881214077
1988	0.1879988118
1989	0.1877737262
1990	0.1877175543
1991	0.1875878258
1992	0.1875059247
1993	0.1874396728
1994	0.1873187069
1995	0.1872552492
1996	0.1871326229
1997	0.1871071052
1998	0.1870140955
1999	0.1869498271
2000	0.1868822907
2001	0.1868550133
2002	0.1867719596
2003	0.1867189379
2004	0.1865762103
2005	0.1865358311
2006	0.1864049053
2007	0.1863142046
2008	0.1862431517
2009	0.1862034763
2010	0.186162117
2011	0.1860956602
2012	0.1859942086
2013	0.1858891629
2014	0.1858805765
2015	0.1857396616
2016	0.1856261558
2017	0.1855240619
2018	0.1854044565
2019	0.1852679274
2020	0.1852147291
2021	0.1851445545
2022	0.1850678419
2023	0.1849990252
2024	0.1849879387
2025	0.1848547557
2026	0.1848191277
2027	0.1847372242
2028	0.1846324654
2029	0.1845794787
2030	0.1844839204
2031	0.1843735653
2032	0.1842902966
2033	0.1842886519
2034	0.184164986
2035	0.1840087023
2036	0.1838910357
2037	0.1838099246
2038	0.1837852383
2039	0.1836891564
2040	0.1836524169
2041	0.1835320146
2042	0.1834854558
2043	0.183394292
2044	0.1833078249
2045	0.1832388289
2046	0.1831191178
2047	0.1829739345
2048	0.1829318362
2049	0.1828177587
2050	0.1826560492
2051	0.1826214315
2052	0.1825616077
2053	0.1824442524
2054	0.1822367322
2055	0.1821156632
2056	0.1819694213
2057	0.181895027
2058	0.1817631212
2059	0.1816593356
2060	0.1815985358
2061	0.1814311787
2062	0.1813781111
2063	0.1812804263
2064	0.1812056426
2065	0.1810742192
2066	0.1809928178
2067	0.180899597
2068	0.1808502816
2069	0.1807988372
2070	0.1806442214
2071	0.1805617309
2072	0.1804751073
2073	0.180401203
2074	0.1803425985
2075	0.1802597766
2076	0.1802103506
2077	0.1801177407
2078	0.180070246
2079	0.1799151078
2080	0.1798615769
2081	0.1796912802
2082	0.1795442297
2083	0.1794776259
2084	0.1793723546
2085	0.1793344746
2086	0.1792333194
2087	0.1790960257
2088	0.1790078895
2089	0.1789255301
2090	0.1787074962
2091	0.17858408
2092	0.1785569134
2093	0.1784868172
2094	0.1784148911
2095	0.1783429413
2096	0.1782780214
2097	0.1782322917
2098	0.1781450038
2099	0.1780804614
2100	0.1780236778
2101	0.1779172822
2102	0.1779030902
2103	0.1777758282
2104	0.1777092846
2105	0.1776261253
2106	0.1774844001
2107	0.1773128289
2108	0.1772517311
2109	0.1772021385
2110	0.1771073004
2111	0.1770031688
2112	0.1769940223
2113	0.1768909514
2114	0.1768194545
2115	0.1766324925
2116	0.1765587456
2117	0.1765382173
2118	0.1764963853
2119	0.1763197015
2120	0.1762373504
2121	0.1761743257
2122	0.1761302689
2123	0.1759989689
2124	0.1759182926
2125	0.1758284731
2126	0.1758011589
2127	0.1756954601
2128	0.1755524136
2129	0.1755412509
2130	0.1755142024
2131	0.1754186609
2132	0.1752896309
2133	0.1752328112
2134	0.1751396445
2135	0.1749634488
2136	0.174915782
2137	0.1748243687
2138	0.1747385551
2139	0.174676579
2140	0.1745899213
2141	0.1745088074
2142	0.1743723326
2143	0.1743039725
2144	0.1741157779
2145	0.1740317669
2146	0.1739227493
2147	0.1738297016
2148	0.1737547181
2149	0.1736709837
2150	0.173480852
2151	0.1734312215
2152	0.1734069693
2153	0.1732638977
2154	0.1731409934
2155	0.1730619377
2156	0.1729801532
2157	0.1727923539
2158	0.1727088853
2159	0.1726821252
2160	0.1725133004
2161	0.172398916
2162	0.1723235991
2163	0.1723022295
2164	0.1721428334
2165	0.1720971165
2166	0.171970173
2167	0.1718901601
2168	0.1718582805
2169	0.1718374467
2170	0.1718035669
2171	0.1716826785
2172	0.1715576677
2173	0.1715212155
2174	0.1714620819
2175	0.1714377335
2176	0.1713584296
2177	0.1712751524
2178	0.1711860494
2179	0.1711845206
2180	0.1711152635
2181	0.1710093941
2182	0.1708978875
2183	0.1707532381
2184	0.170642005
2185	0.1705871672
2186	0.1705202021
2187	0.1703839564
2188	0.1703713092
2189	0.1702708285
2190	0.1702016017
2191	0.1700421012
2192	0.1699791581
2193	0.1699485765
2194	0.1698163086
2195	0.1697687631
2196	0.1696812924
2197	0.1696585736
2198	0.1696066916
2199	0.1695257765
2200	0.1695242806
2201	0.1694565164
2202	0.1694554515
2203	0.1693527318
2204	0.1693409991
2205	0.1692900963
2206	0.1692548109
2207	0.1692113734
2208	0.169121594
2209	0.1690919961
2210	0.1689293818
2211	0.1688355975
2212	0.1688329172
2213	0.168796941
2214	0.1686914147
2215	0.1686237586
2216	0.1685044537
2217	0.1684160546
2218	0.168412448
2219	0.1683399156
2220	0.168270758
2221	0.1681629107
2222	0.1681159188
2223	0.1680191935
2224	0.1679768986
2225	0.1679664462
2226	0.1678689861
2227	0.1678049579
2228	0.1677133556
2229	0.1676426162
2230	0.1675856902
2231	0.1674555972
2232	0.1673770578
2233	0.1673443016
2234	0.167315815
2235	0.1672713427
2236	0.1671468518
2237	0.1670349091
2238	0.1669757775
2239	0.1668345945
2240	0.1667969836
2241	0.1667279039
2242	0.1665955998
2243	0.1665356104
2244	0.1664236406
2245	0.1663374487
2246	0.1662937324
2247	0.166278889
2248	0.1662098736
2249	0.166053373
2250	0.1659653666
2251	0.1659461933
2252	0.1659218101
2253	0.1657709398
2254	0.1656527318
2255	0.165601159
2256	0.1655050559
2257	0.165491624
2258	0.165388327
2259	0.1652542329
2260	0.1652456164
2261	0.1651651895
2262	0.16513603
2263	0.165041034
2264	0.1649834928
2265	0.1649131367
2266	0.1648024747
2267	0.1647229487
2268	0.1647026085
2269	0.1646018312
2270	0.1645286014
2271	0.1644137789
2272	0.1642903937
2273	0.1642467684
2274	0.164130898
2275	0.1640387422
2276	0.1639930434
2277	0.163851835
2278	0.1637652973
2279	0.1636648136
2280	0.1636436152
2281	0.1635549765
2282	0.1634844198
2283	0.1634664048
2284	0.1634458304
2285	0.1633895926
2286	0.1633173711
2287	0.1632647205
2288	0.1632340615
2289	0.1631797325
2290	0.1631539186
2291	0.1630343115
2292	0.1629577359
2293	0.1628632417
2294	0.1627860334
2295	0.1626583733
2296	0.1625973571
2297	0.1625961204
2298	0.1625741014
2299	0.1624282393
2300	0.1623015475
2301	0.1622565352
2302	0.1621906845
2303	0.162156083
2304	0.1620480401
2305	0.1619194159
2306	0.1618143688
2307	0.1617751561
2308	0.1616539185
2309	0.1615969283
2310	0.1615379338
2311	0.1614278631
2312	0.1612971354
2313	0.1612481927
2314	0.1611458387
2315	0.1611086493
2316	0.1610465897
2317	0.1609964421
2318	0.1609797432
2319	0.1608501248
2320	0.1607554503
2321	0.1607254626
2322	0.1607002035
2323	0.160615448
2324	0.1605525238
2325	0.1605013759
2326	0.1604512997
2327	0.1603671961
2328	0.1602612006
2329	0.1601780581
2330	0.1600433693
2331	0.1599556565
2332	0.1598773088
2333	0.1597781262
2334	0.1597252507
2335	0.1596851594
2336	0.1596553967
2337	0.15950371
2338	0.1594159148
2339	0.1593767859
2340	0.1592756273
2341	0.159229023
2342	0.1592047139
2343	0.1591703808
2344	0.159134705
2345	0.1589959731
2346	0.1589808256
2347	0.1588855232
2348	0.1588348489
2349	0.1587103268
2350	0.1586617879
2351	0.158623573
2352	0.1586007318
2353	0.1584789162
2354	0.1583350117
2355	0.1582344078
2356	0.1581159526
2357	0.1580842878
2358	0.158024919
2359	0.1579087262
2360	0.1577839769
2361	0.1577362785
2362	0.1576623047
2363	0.1575452574
2364	0.1574711959
2365	0.1574219447
2366	0.1573987292
2367	0.1573500432
2368	0.1572718586
2369	0.1572156428
2370	0.1571375161
2371	0.1570924679
2372	0.1570161472
2373	0.1569413518
2374	0.1568844701
2375	0.1568307122
2376	0.1567529797
2377	0.1567171504
2378	0.1566291593
2379	0.1565123192
2380	0.1563948206
2381	0.1563376719
2382	0.1563225412
2383	0.1562078487
2384	0.1560970406
2385	0.1559544385
2386	0.1559039137
2387	0.1558251175
2388	0.1557244341
2389	0.1556963996
2390	0.1556470585
2391	0.1555750674
2392	0.1554802955
2393	0.1553738687
2394	0.1552766726
2395	0.1552401751
2396	0.1551061032
2397	0.1550478462
2398	0.1549686351
2399	0.1548901868
2400	0.1547879136
2401	0.1547556023
2402	0.1546207851
2403	0.1545447974
2404	0.1544473293
2405	0.1543712298
2406	0.1543287819
2407	0.15430079
2408	0.1542040739
2409	0.154188925
2410	0.1541456143
2411	0.1540801375
2412	0.1540060405
2413	0.1539841259
2414	0.1539035685
2415	0.1538755654
2416	0.1538601109
2417	0.1537897969
2418	0.153732559
2419	0.1536477535
2420	0.1536186152
2421	0.1535875609
2422	0.1535633944
2423	0.1534492401
2424	0.1534204124
2425	0.1534104029
2426	0.1533047698
2427	0.1532874095
2428	0.1532396013
2429	0.1531671651
2430	0.1530662547
2431	0.1529849267
2432	0.1529615407
2433	0.1529248047
2434	0.1528615794
2435	0.1527416986
2436	0.152710519
2437	0.1526069374
2438	0.1525186942
2439	0.1524653411
2440	0.1524173629
2441	0.1523647231
2442	0.1522383869
2443	0.1521768547
2444	0.1520930261
2445	0.151976713
2446	0.1519411186
2447	0.1518823595
2448	0.1518173024
2449	0.1516584351
2450	0.1516051305
2451	0.1515918553
2452	0.1515166399
2453	0.1514074242
2454	0.1513045663
2455	0.1512255725
2456	0.1511274223
2457	0.1510590266
2458	0.1509918251
2459	0.1509333683
2460	0.1509276732
2461	0.1509140298
2462	0.1508512339
2463	0.1507572003
2464	0.1507383883
2465	0.1506743017
2466	0.1506595725
2467	0.1505323951
2468	0.1504385315
2469	0.1503619278
2470	0.1503285104
2471	0.1503271482
2472	0.1502820544
2473	0.1502187195
2474	0.1501448241
2475	0.1501080416
2476	0.1500781873
2477	0.1500455792
2478	0.1499675583
2479	0.1498543951
2480	0.1498138766
2481	0.1498069484
2482	0.1497755831
2483	0.1496813044
2484	0.1496398947
2485	0.1495775937
2486	0.1494765262
2487	0.1494312085
2488	0.1493495411
2489	0.1493487832
2490	0.1492560176
2491	0.1492058466
2492	0.14904944
2493	0.1489983641
2494	0.1489327587
2495	0.1488758228
2496	0.1488476429
2497	0.1487658151
2498	0.1486988468
2499	0.1486283686
2500	0.148569854
2501	0.1485193169
2502	0.1484433849
2503	0.1484288279
2504	0.148355418
2505	0.1483389683
2506	0.1482737234
2507	0.1482072083
2508	0.1481714226
2509	0.1480860906
2510	0.1479946989
2511	0.147862872
2512	0.1477209059
2513	0.1476273517
2514	0.1475199586
2515	0.1474929552
2516	0.1474793765
2517	0.147429823
2518	0.1473958641
2519	0.1473626732
2520	0.1472649638
2521	0.1471947224
2522	0.1471243033
2523	0.1471122847
2524	0.1470630855
2525	0.1469846358
2526	0.1469171052
2527	0.1468291308
2528	0.146820109
2529	0.1467441668
2530	0.1466340229
2531	0.1466066187
2532	0.1465187316
2533	0.1464608953
2534	0.146365452
2535	0.1462743924
2536	0.1462060446
2537	0.1461966954
2538	0.1461076857
2539	0.1460055663
2540	0.1459322725
2541	0.1458605967
2542	0.1458076122
2543	0.1458064535
2544	0.14572104
2545	0.145656109
2546	0.145634352
2547	0.1455761056
2548	0.145541341
2549	0.145491111
2550	0.1454196703
2551	0.1453750235
2552	0.1453535049
2553	0.1453317094
2554	0.1452922309
2555	0.1452176247
2556	0.1451708463
2557	0.1451125237
2558	0.1449910896
2559	0.1448801148
2560	0.1448059289
2561	0.1447468478
2562	0.1447044401
2563	0.1446801298
2564	0.1446338429
2565	0.1446121248
2566	0.1445918459
2567	0.1444686034
2568	0.144415227
2569	0.144348732
2570	0.1442710628
2571	0.1442319675
2572	0.1441313022
2573	0.1440757232
2574	0.144041061
2575	0.1439964905
2576	0.1439730854
2577	0.1439372113
2578	0.1438628591
2579	0.1437916334
2580	0.1437364989
2581	0.1436987049
2582	0.14363269
2583	0.1435251411
2584	0.143491297
2585	0.1434178847
2586	0.1433891264
2587	0.1433380804
2588	0.1432981051
2589	0.1431772914
2590	0.143081641
2591	0.1430517653
2592	0.1430038175
2593	0.1429473042
2594	0.1428903916
2595	0.1428244685
2596	0.1428099051
2597	0.1427434165
2598	0.142711025
2599	0.142636478
2600	0.142558791
2601	0.1425093399
2602	0.1424709329
2603	0.1424320134
2604	0.1423404006
2605	0.1422778085
2606	0.1422354127
2607	0.1422000361
2608	0.1421400548
2609	0.1420305092
2610	0.1419578105
2611	0.1419254256
2612	0.1418373928
2613	0.141746698
2614	0.1416687964
2615	0.141621358
2616	0.1415734386
2617	0.1415215129
2618	0.1414531917
2619	0.1413589986
2620	0.141281225
2621	0.1411908438
2622	0.1411416908
2623	0.1410854555
2624	0.1410688704
2625	0.1409550394
2626	0.1408749712
2627	0.1407612537
2628	0.1407175729
2629	0.1407011882
2630	0.1405995408
2631	0.1405308373
2632	0.1405092041
2633	0.1404580513
2634	0.1403507797
2635	0.14030816
2636	0.1402531437
2637	0.1401860839
2638	0.1401114577
2639	0.1400520554
2640	0.140027827
2641	0.1399682007
2642	0.139851925
2643	0.139794238
2644	0.13969069
2645	0.1396163511
2646	0.1395725576
2647	0.1394698758
2648	0.139432282
2649	0.139392402
2650	0.1393033126
2651	0.139274965
2652	0.1391681421
2653	0.1390826849
2654	0.1390409344
2655	0.1390128773
2656	0.1389692385
2657	0.1388966982
2658	0.138809002
2659	0.1387830321
2660	0.1387052044
2661	0.1386498477
2662	0.1385794772
2663	0.1384835521
2664	0.1384085428
2665	0.1383657662
2666	0.138263065
2667	0.1381732819
2668	0.1380497381
2669	0.1379722688
2670	0.1379517433
2671	0.1379247452
2672	0.1378658087
2673	0.137845454
2674	0.137746809
2675	0.1376821939
2676	0.1376217035
2677	0.1375930162
2678	0.1375352962
2679	0.1374593055
2680	0.1374364324
2681	0.1373901153
2682	0.1373372498
2683	0.1372637549
2684	0.1371642656
2685	0.1371087759
2686	0.1370101608
2687	0.1369729318
2688	0.1368719276
2689	0.1368346947
2690	0.1367982083
2691	0.1367306396
2692	0.1366325473
2693	0.1366240418
2694	0.136551555
2695	0.1364832715
2696	0.1364175987
2697	0.1363904214
2698	0.1362817855
2699	0.1362497903
2700	0.1361668878
2701	0.1361093262
2702	0.1360779007
2703	0.135981781
2704	0.1359145437
2705	0.1358927989
2706	0.1357867561
2707	0.1357083714
2708	0.1356138516
2709	0.1355366088
2710	0.1354901628
2711	0.1354353092
2712	0.1353620186
2713	0.1353143562
2714	0.135294959
2715	0.1352605775
2716	0.1351971438
2717	0.1351242427
2718	0.1350800605
2719	0.1349929388
2720	0.1349759529
2721	0.1348976744
2722	0.1348517398
2723	0.1348116985
2724	0.13467583
2725	0.1346054912
2726	0.1345709261
2727	0.1345011507
2728	0.1344467376
2729	0.1343715636
2730	0.134326069
2731	0.1343012023
2732	0.1342790922
2733	0.1341577141
2734	0.1341054691
2735	0.134060635
2736	0.1340046865
2737	0.1339407035
2738	0.1338749898
2739	0.1338154285
2740	0.1337686055
2741	0.1337310325
2742	0.1336545562
2743	0.1336147408
2744	0.1335831139
2745	0.1335352748
2746	0.1335161734
2747	0.1334291259
2748	0.1333614359
2749	0.1333044855
2750	0.133271946
2751	0.1332355756
2752	0.1332112927
2753	0.1331582001
2754	0.1331236464
2755	0.133089089
2756	0.1330339618
2757	0.1330131567
2758	0.1329240853
2759	0.1328883771
2760	0.1328255235
2761	0.13279779
2762	0.1327075061
2763	0.1326917858
2764	0.1326482308
2765	0.132587705
2766	0.1324893801
2767	0.1324351655
2768	0.1323653368
2769	0.132301703
2770	0.1322611448
2771	0.1322015975
2772	0.1321668367
2773	0.1321317634
2774	0.1320589808
2775	0.1320464393
2776	0.1319917107
2777	0.131913404
2778	0.1318595894
2779	0.1318180185
2780	0.1317548117
2781	0.1316955943
2782	0.1316546913
2783	0.1316534229
2784	0.131568519
2785	0.1314777992
2786	0.1314447684
2787	0.1313876214
2788	0.1313163748
2789	0.1312665199
2790	0.1311681819
2791	0.1311167933
2792	0.1310991435
2793	0.1310653432
2794	0.1310024227
2795	0.1309346078
2796	0.1309293761
2797	0.1308902073
2798	0.1308393358
2799	0.130767384
2800	0.1306996265
2801	0.1306614495
2802	0.1306188351
2803	0.1305751706
2804	0.1304844761
2805	0.1304097334
2806	0.1303593838
2807	0.1303389458
2808	0.1303079973
2809	0.1302481866
2810	0.1302032831
2811	0.130188758
2812	0.1301232285
2813	0.1300403497
2814	0.1299664609
2815	0.1299136225
2816	0.1298900093
2817	0.1298827371
2818	0.1298540518
2819	0.1297962805
2820	0.129759781
2821	0.1297149241
2822	0.1296767698
2823	0.1295728132
2824	0.1295319967
2825	0.1294761073
2826	0.1293987474
2827	0.1293702399
2828	0.1293218551
2829	0.1292779524
2830	0.1292414694
2831	0.1291884969
2832	0.1291328119
2833	0.1290423915
2834	0.1289687206
2835	0.1289239334
2836	0.1289067318
2837	0.1288811812
2838	0.1288561814
2839	0.1287755684
2840	0.1287440538
2841	0.1287310151
2842	0.128692046
2843	0.1286290974
2844	0.1285742795
2845	0.1285249269
2846	0.1284904949
2847	0.1284694265
2848	0.1283551526
2849	0.1283258215
2850	0.1282981277
2851	0.1282757243
2852	0.128215758
2853	0.1281489284
2854	0.1280881218
2855	0.1280626899
2856	0.1280413291
2857	0.1279533581
2858	0.1279106143
2859	0.1278665601
2860	0.1277815565
2861	0.1277074745
2862	0.1276241989
2863	0.1275890519
2864	0.1275570927
2865	0.127478828
2866	0.1273998775
2867	0.1273760134
2868	0.1273451909
2869	0.1273192435
2870	0.1272665067
2871	0.1271833367
2872	0.1271203368
2873	0.1271089373
2874	0.1270300013
2875	0.1269763961
2876	0.1269246955
2877	0.1268432974
2878	0.1267869324
2879	0.1267066632
2880	0.1266893317
2881	0.1266519486
2882	0.126547129
2883	0.1265278956
2884	0.1264642036
2885	0.1264097119
2886	0.1263247387
2887	0.1263138117
2888	0.1262894674
2889	0.1262073835
2890	0.1261912145
2891	0.1261652145
2892	0.1260983973
2893	0.1260417795
2894	0.1259854852
2895	0.1259059813
2896	0.1258360674
2897	0.1257612655
2898	0.1256786722
2899	0.1255984376
2900	0.1255346141
2901	0.1254980492
2902	0.125470953
2903	0.125406737
2904	0.1253881854
2905	0.1253585457
2906	0.1253287896
2907	0.1252223146
2908	0.1251338844
2909	0.1250519337
2910	0.1250265707
2911	0.1249961779
2912	0.1249274176
2913	0.1248659819
2914	0.124793887
2915	0.1247447181
2916	0.1246852598
2917	0.1246557946
2918	0.1246088125
2919	0.1245164204
2920	0.1244850103
2921	0.1244346186
2922	0.1244206596
2923	0.1243946506
2924	0.1243030626
2925	0.1242457859
2926	0.1241778916
2927	0.1241453218
2928	0.1241076987
2929	0.1240622339
2930	0.1240110733
2931	0.123984114
2932	0.1239198301
2933	0.1238368715
2934	0.1237571524
