date,variant,pack.size,brand,supermarket,ilr_1,ilr_2
2021-02-13,flavoured,0 - 350 GR,other,supermarket-C,0.5345243251208289,1.4405123690106902
2021-02-13,flavoured,0 - 350 GR,other,supermarket-A,1.5290156711856987e-16,1.5489919812689816
2021-02-13,flavoured,0 - 350 GR,other,supermarket-C,0.6420229188147512,1.5359077299698216
2021-02-13,flavoured,0 - 350 GR,other,supermarket-D,0.31740626196474064,1.3151591968015932
2021-02-13,flavoured,0 - 350 GR,other,supermarket-A,0.4339046456274556,1.3348432057117998
2021-02-13,flavoured,0 - 350 GR,other,supermarket-B,0.291858846918173,1.25283302558974
2021-02-13,flavoured,0 - 350 GR,other,supermarket-D,0.4518777897697496,1.3452200053205372
2021-02-13,flavoured,0 - 350 GR,other,supermarket-C,0.33679478378196637,1.2787768008343392
2021-02-13,flavoured,0 - 350 GR,other,supermarket-C,0.5349545349529506,1.5451362615393587
2021-02-13,flavoured,0 - 350 GR,other,supermarket-B,0.5255679806419582,1.2466394911359318
2021-02-13,flavoured,0 - 350 GR,other,supermarket-B,0.752864182129473,1.3035908683846367
2021-02-13,flavoured,0 - 350 GR,other,supermarket-C,0.6234141100085285,1.2288528343989933
2021-02-13,flavoured,0 - 350 GR,other,supermarket-B,0.9802581434685473,1.7311879279731044
2021-02-13,flavoured,0 - 350 GR,brand-15,supermarket-A,0.20235416683076968,1.2178687767998582
2021-02-13,flavoured,0 - 350 GR,brand-15,supermarket-B,0.4893937240360946,1.41445620432573
2021-02-13,flavoured,0 - 350 GR,brand-15,supermarket-C,0.33207817035197623,1.3236300270584893
2021-02-13,flavoured,0 - 350 GR,other,supermarket-D,0.8505583603163208,1.9622416436212582
2021-02-20,flavoured,0 - 350 GR,brand-35,supermarket-A,-0.13111207823292165,1.0478177093083256
2021-02-20,flavoured,0 - 350 GR,brand-35,supermarket-D,-0.02462389992960771,1.1683536370320038
2021-02-20,flavoured,0 - 350 GR,brand-35,supermarket-C,0.047733872877966446,1.2065880947880905
2021-02-20,flavoured,0 - 350 GR,brand-14,supermarket-A,-0.1737990440223661,1.8027809107647164
2021-02-20,flavoured,0 - 350 GR,brand-14,supermarket-B,0.17495808623157436,1.3372922149627633
2021-02-20,flavoured,0 - 350 GR,brand-14,supermarket-D,0.46141817197246066,1.5026800225773467
2021-02-20,flavoured,0 - 350 GR,brand-14,supermarket-C,0.28652606415746623,1.4060763411422723
2021-02-20,flavoured,0 - 350 GR,other,supermarket-A,0.2801030134708372,1.2936221562419905
2021-02-20,flavoured,0 - 350 GR,other,supermarket-D,0.47932377501995643,1.4086423165505368
2021-02-20,flavoured,0 - 350 GR,other,supermarket-B,0.7023350641211332,1.5373979443454264
2021-02-20,flavoured,0 - 350 GR,other,supermarket-A,0.28559619750667437,1.2967936475237891
2021-02-20,flavoured,0 - 350 GR,other,supermarket-D,0.4891417221004716,1.4143107109403616
2021-02-20,flavoured,0 - 350 GR,other,supermarket-A,0.3940774409722324,1.5082315021386763
2021-02-20,flavoured,0 - 350 GR,other,supermarket-D,-0.0007436565614128553,1.3343431060577409
2021-02-20,flavoured,0 - 350 GR,other,supermarket-D,0.6661605008442507,1.423980066425499
2021-02-20,flavoured,0 - 350 GR,other,supermarket-A,0.43495327155194335,1.5652209411333229
2021-02-20,flavoured,0 - 350 GR,other,supermarket-B,-0.7003176396964802,0.9097719749208938
2021-02-20,flavoured,0 - 350 GR,other,supermarket-D,0.4722266780238033,1.2975606774296131
2021-02-20,flavoured,0 - 350 GR,other,supermarket-D,0.7275658013353024,1.8201873647713998
2021-02-20,flavoured,0 - 350 GR,other,supermarket-C,0.48900756986366967,1.4142332581103318
2021-02-20,flavoured,0 - 350 GR,other,supermarket-A,1.5290156711856987e-16,1.5489919812689823
2021-02-20,flavoured,0 - 350 GR,other,supermarket-C,0.6463053901252512,1.5383802159337356
2021-02-20,flavoured,0 - 350 GR,other,supermarket-D,0.3216413242055712,1.3176043111263716
2021-02-20,flavoured,0 - 350 GR,other,supermarket-A,0.3530787673452925,1.288178363128105
2021-02-20,flavoured,0 - 350 GR,other,supermarket-B,0.2924913466597796,1.253198199485819
2021-02-20,flavoured,0 - 350 GR,other,supermarket-D,0.4522524499454924,1.345436315473857
2021-02-20,flavoured,0 - 350 GR,other,supermarket-C,0.2874570651704796,1.2502916557127968
2021-02-20,flavoured,0 - 350 GR,other,supermarket-C,0.540460738593169,1.5483152696932523
2021-02-20,flavoured,0 - 350 GR,other,supermarket-B,0.5299959878325037,1.2491960022793671
2021-02-20,flavoured,0 - 350 GR,other,supermarket-B,0.7528641821294729,1.3035908683846367
2021-02-20,flavoured,0 - 350 GR,other,supermarket-C,0.5729464370218131,1.199715309814739
2021-02-20,flavoured,0 - 350 GR,other,supermarket-B,0.9802581434685472,1.7311879279731044
2021-02-20,flavoured,0 - 350 GR,brand-15,supermarket-A,0.23431205264735144,1.2414992876327244
2021-02-20,flavoured,0 - 350 GR,brand-15,supermarket-B,0.4898736206712789,1.4147332727772362
2021-02-20,flavoured,0 - 350 GR,brand-15,supermarket-D,0.49012907173427367,1.4148807575172215
